Operational date,Time of Accident,KM && M,Position,Rural/Urban,Location,Nature of Accident Position,Nature of Accident,Vehicle Involved,Type of Accident,Causes,Road Feature,Road condition,Intersection Type And Control,Weather Condition,Vehicle Responsible,Help Provided by Ambulance/Patroling Vehicle,Classification of Accident,No of Affected Persons
14.01.2012,8:20 AM,1246,LHS,Urban,Ongole, , Lorry Hit Bike,Lorry,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP16TB    7345,Yes,Non injured ,1
14.01.2012,8:20 AM,1246,LHS,Urban,Ongole, , Lorry Hit Bike,Lorry,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP16TB    7345,Yes,Animals affected,0
15.01.2012,8:35 PM,1206.7,LHS,Rural,Reningavaram, , Bike is skidding,Bike,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27Q     6909,Yes,Fatal,0
15.01.2012,8:35 PM,1206.7,LHS,Rural,Reningavaram, , Bike is skidding,Bike,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27Q     6909,Yes,Grevious,1
15.01.2012,8:35 PM,1206.7,LHS,Rural,Reningavaram, , Bike is skidding,Bike,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27Q     6909,Yes,Minor,0
15.01.2012,8:35 PM,1206.7,LHS,Rural,Reningavaram, , Bike is skidding,Bike,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27Q     6909,Yes,Non injured ,2
15.01.2012,8:35 PM,1206.7,LHS,Rural,Reningavaram, , Bike is skidding,Bike,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27Q     6909,Yes,Animals affected,0
15.01.2012,11:50 PM,1227.6,RHS,Rural,Maddipadu, , Car Hit lorry,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP5CP     1946,Yes,Fatal,0
15.01.2012,11:50 PM,1227.6,RHS,Rural,Maddipadu, , Car Hit lorry,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP5CP     1946,Yes,Grevious,0
15.01.2012,11:50 PM,1227.6,RHS,Rural,Maddipadu, , Car Hit lorry,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP5CP     1946,Yes,Minor,0
15.01.2012,11:50 PM,1227.6,RHS,Rural,Maddipadu, , Car Hit lorry,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP5CP     1946,Yes,Non injured ,4
15.01.2012,11:50 PM,1227.6,RHS,Rural,Maddipadu, , Car Hit lorry,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP5CP     1946,Yes,Animals affected,0
16.01.2012,10:50 AM,1246.8,RHS,Rural,Ongole, , car is over turned,car,Non injury,Over speed,Four lanes or more with central divider,Slight curve,,Fine,AP27AJ          0819,Yes,Fatal,0
16.01.2012,10:50 AM,1246.8,RHS,Rural,Ongole, , car is over turned,car,Non injury,Over speed,Four lanes or more with central divider,Slight curve,,Fine,AP27AJ          0819,Yes,Grevious,0
16.01.2012,10:50 AM,1246.8,RHS,Rural,Ongole, , car is over turned,car,Non injury,Over speed,Four lanes or more with central divider,Slight curve,,Fine,AP27AJ          0819,Yes,Minor,0
16.01.2012,10:50 AM,1246.8,RHS,Rural,Ongole, , car is over turned,car,Non injury,Over speed,Four lanes or more with central divider,Slight curve,,Fine,AP27AJ          0819,Yes,Non injured ,2
16.01.2012,10:50 AM,1246.8,RHS,Rural,Ongole, , car is over turned,car,Non injury,Over speed,Four lanes or more with central divider,Slight curve,,Fine,AP27AJ          0819,Yes,Animals affected,0
17.01.2012,3:00 PM,1236.9,LHS,Rural,Maddipadu, , Car Hit Bikes,Car,Fatal,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP27M    1551,Yes,Fatal,1
17.01.2012,3:00 PM,1236.9,LHS,Rural,Maddipadu, , Car Hit Bikes,Car,Fatal,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP27M    1551,Yes,Grevious,3
17.01.2012,3:00 PM,1236.9,LHS,Rural,Maddipadu, , Car Hit Bikes,Car,Fatal,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP27M    1551,Yes,Minor,0
17.01.2012,3:00 PM,1236.9,LHS,Rural,Maddipadu, , Car Hit Bikes,Car,Fatal,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP27M    1551,Yes,Non injured ,0
17.01.2012,3:00 PM,1236.9,LHS,Rural,Maddipadu, , Car Hit Bikes,Car,Fatal,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP27M    1551,Yes,Animals affected,0
18.01.2012,12:40 PM,1277.3,RHS,Rural,Singarayakonda, ,Lorry Hit Car,Lorry,Non injury,Druken,Four lanes or more with central divider,Straight road,,Fine,AP09X     9775,Yes,Fatal,0
18.01.2012,12:40 PM,1277.3,RHS,Rural,Singarayakonda, ,Lorry Hit Car,Lorry,Non injury,Druken,Four lanes or more with central divider,Straight road,,Fine,AP09X     9775,Yes,Grevious,0
18.01.2012,12:40 PM,1277.3,RHS,Rural,Singarayakonda, ,Lorry Hit Car,Lorry,Non injury,Druken,Four lanes or more with central divider,Straight road,,Fine,AP09X     9775,Yes,Minor,0
18.01.2012,12:40 PM,1277.3,RHS,Rural,Singarayakonda, ,Lorry Hit Car,Lorry,Non injury,Druken,Four lanes or more with central divider,Straight road,,Fine,AP09X     9775,Yes,Non injured ,4
18.01.2012,12:40 PM,1277.3,RHS,Rural,Singarayakonda, ,Lorry Hit Car,Lorry,Non injury,Druken,Four lanes or more with central divider,Straight road,,Fine,AP09X     9775,Yes,Animals affected,0
18.01.2012,12:55 PM,1218.2,RHS,Rural,Medarametla, ,MiniLorry Over turned,Lorry,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP31U     2725,Yes,Fatal,0
18.01.2012,12:55 PM,1218.2,RHS,Rural,Medarametla, ,MiniLorry Over turned,Lorry,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP31U     2725,Yes,Grevious,0
18.01.2012,12:55 PM,1218.2,RHS,Rural,Medarametla, ,MiniLorry Over turned,Lorry,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP31U     2725,Yes,Minor,3
18.01.2012,12:55 PM,1218.2,RHS,Rural,Medarametla, ,MiniLorry Over turned,Lorry,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP31U     2725,Yes,Non injured ,2
18.01.2012,12:55 PM,1218.2,RHS,Rural,Medarametla, ,MiniLorry Over turned,Lorry,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP31U     2725,Yes,Animals affected,0
18.01.2012,1:10 PM,1247.4,LHS,Urban,Ongole, ,Car Felldown Culvert,Car,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP21AP   6593,Yes,Fatal,0
18.01.2012,1:10 PM,1247.4,LHS,Urban,Ongole, ,Car Felldown Culvert,Car,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP21AP   6593,Yes,Grevious,0
18.01.2012,1:10 PM,1247.4,LHS,Urban,Ongole, ,Car Felldown Culvert,Car,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP21AP   6593,Yes,Minor,0
18.01.2012,1:10 PM,1247.4,LHS,Urban,Ongole, ,Car Felldown Culvert,Car,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP21AP   6593,Yes,Non injured ,2
18.01.2012,1:10 PM,1247.4,LHS,Urban,Ongole, ,Car Felldown Culvert,Car,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP21AP   6593,Yes,Animals affected,0
18.01.2012,3:50 PM,1220.1,LHS,Rural,Medarametla, , Car Hit Lorry,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP7 S      1112,Yes,Fatal,0
18.01.2012,3:50 PM,1220.1,LHS,Rural,Medarametla, , Car Hit Lorry,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP7 S      1112,Yes,Grevious,0
18.01.2012,3:50 PM,1220.1,LHS,Rural,Medarametla, , Car Hit Lorry,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP7 S      1112,Yes,Minor,0
18.01.2012,3:50 PM,1220.1,LHS,Rural,Medarametla, , Car Hit Lorry,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP7 S      1112,Yes,Non injured ,2
18.01.2012,3:50 PM,1220.1,LHS,Rural,Medarametla, , Car Hit Lorry,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP7 S      1112,Yes,Animals affected,0
18.01.2012,8:40 PM,1185.6,LHS,Rural,Martur, ,Unknow Vehicle Hit Person,Unknow,Fatal,Over speed,Four lanes or more with central divider,Straight road,Four arm junction,Fine,Unknown Vehicle,Yes,Fatal,1
18.01.2012,8:40 PM,1185.6,LHS,Rural,Martur, ,Unknow Vehicle Hit Person,Unknow,Fatal,Over speed,Four lanes or more with central divider,Straight road,Four arm junction,Fine,Unknown Vehicle,Yes,Grevious,0
18.01.2012,8:40 PM,1185.6,LHS,Rural,Martur, ,Unknow Vehicle Hit Person,Unknow,Fatal,Over speed,Four lanes or more with central divider,Straight road,Four arm junction,Fine,Unknown Vehicle,Yes,Minor,0
18.01.2012,8:40 PM,1185.6,LHS,Rural,Martur, ,Unknow Vehicle Hit Person,Unknow,Fatal,Over speed,Four lanes or more with central divider,Straight road,Four arm junction,Fine,Unknown Vehicle,Yes,Non injured ,0
18.01.2012,8:40 PM,1185.6,LHS,Rural,Martur, ,Unknow Vehicle Hit Person,Unknow,Fatal,Over speed,Four lanes or more with central divider,Straight road,Four arm junction,Fine,Unknown Vehicle,Yes,Animals affected,0
18.01.2012,9:00 PM,1199.7,RHS,Rural,Martur, ,Car Hit Lorry,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP20J      1022,Yes,Fatal,0
18.01.2012,9:00 PM,1199.7,RHS,Rural,Martur, ,Car Hit Lorry,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP20J      1022,Yes,Grevious,0
18.01.2012,9:00 PM,1199.7,RHS,Rural,Martur, ,Car Hit Lorry,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP20J      1022,Yes,Minor,0
18.01.2012,9:00 PM,1199.7,RHS,Rural,Martur, ,Car Hit Lorry,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP20J      1022,Yes,Non injured ,4
18.01.2012,9:00 PM,1199.7,RHS,Rural,Martur, ,Car Hit Lorry,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP20J      1022,Yes,Animals affected,0
19.01.2012,8:15 PM,1193.7,LHS,Rural,Martur, , Bus hit to Auto,Bus,Grievious injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Three lanes or more without central divider(median),Straight road,Staggered jumction,Fine,AP27Z     0028,YES,Fatal,0
19.01.2012,8:15 PM,1193.7,LHS,Rural,Martur, , Bus hit to Auto,Bus,Grievious injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Three lanes or more without central divider(median),Straight road,Staggered jumction,Fine,AP27Z     0028,YES,Grevious,1
19.01.2012,8:15 PM,1193.7,LHS,Rural,Martur, , Bus hit to Auto,Bus,Grievious injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Three lanes or more without central divider(median),Straight road,Staggered jumction,Fine,AP27Z     0028,YES,Minor,3
19.01.2012,8:15 PM,1193.7,LHS,Rural,Martur, , Bus hit to Auto,Bus,Grievious injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Three lanes or more without central divider(median),Straight road,Staggered jumction,Fine,AP27Z     0028,YES,Non injured ,4
19.01.2012,8:15 PM,1193.7,LHS,Rural,Martur, , Bus hit to Auto,Bus,Grievious injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Three lanes or more without central divider(median),Straight road,Staggered jumction,Fine,AP27Z     0028,YES,Animals affected,0
19.01.2012,11:45 PM,1233.3,RHS,Rural,Maddipadu, , Bus conductor skidding foot-board,Bus,Grievious injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP29 Z    1958,Yes,Fatal,0
19.01.2012,11:45 PM,1233.3,RHS,Rural,Maddipadu, , Bus conductor skidding foot-board,Bus,Grievious injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP29 Z    1958,Yes,Grevious,1
19.01.2012,11:45 PM,1233.3,RHS,Rural,Maddipadu, , Bus conductor skidding foot-board,Bus,Grievious injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP29 Z    1958,Yes,Minor,0
19.01.2012,11:45 PM,1233.3,RHS,Rural,Maddipadu, , Bus conductor skidding foot-board,Bus,Grievious injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP29 Z    1958,Yes,Non injured ,15
19.01.2012,11:45 PM,1233.3,RHS,Rural,Maddipadu, , Bus conductor skidding foot-board,Bus,Grievious injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP29 Z    1958,Yes,Animals affected,0
20.01.2012,1:20 AM,1350.2,RHS,Rural,Kodavaluru,Head on collision, Trailer Lorry hit to Median,Lorry,Non injury,Druken,Four lanes or more with central divider,Straight road,,Fine,AP16 TV 1477,Yes,Fatal,0
20.01.2012,1:20 AM,1350.2,RHS,Rural,Kodavaluru,Head on collision, Trailer Lorry hit to Median,Lorry,Non injury,Druken,Four lanes or more with central divider,Straight road,,Fine,AP16 TV 1477,Yes,Grevious,0
20.01.2012,1:20 AM,1350.2,RHS,Rural,Kodavaluru,Head on collision, Trailer Lorry hit to Median,Lorry,Non injury,Druken,Four lanes or more with central divider,Straight road,,Fine,AP16 TV 1477,Yes,Minor,0
20.01.2012,1:20 AM,1350.2,RHS,Rural,Kodavaluru,Head on collision, Trailer Lorry hit to Median,Lorry,Non injury,Druken,Four lanes or more with central divider,Straight road,,Fine,AP16 TV 1477,Yes,Non injured ,2
20.01.2012,1:20 AM,1350.2,RHS,Rural,Kodavaluru,Head on collision, Trailer Lorry hit to Median,Lorry,Non injury,Druken,Four lanes or more with central divider,Straight road,,Fine,AP16 TV 1477,Yes,Animals affected,0
20.01.2012,5:20 AM,1327.3,RHS,Rural,Kavali, , LCV Vehicle over turned,Van,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,KA08       5575,Yes,Fatal,0
20.01.2012,5:20 AM,1327.3,RHS,Rural,Kavali, , LCV Vehicle over turned,Van,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,KA08       5575,Yes,Grevious,0
20.01.2012,5:20 AM,1327.3,RHS,Rural,Kavali, , LCV Vehicle over turned,Van,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,KA08       5575,Yes,Minor,0
20.01.2012,5:20 AM,1327.3,RHS,Rural,Kavali, , LCV Vehicle over turned,Van,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,KA08       5575,Yes,Non injured ,2
20.01.2012,5:20 AM,1327.3,RHS,Rural,Kavali, , LCV Vehicle over turned,Van,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,KA08       5575,Yes,Animals affected,0
21.01.2012,7:25 AM,1233,LHS,Rural,Maddipadu, ,Unknow Vehicle Hit to Bike,Unknow,Grievious injury,Over speed,Two lanes,Straight road,,Fine,Unknown Vehicle,Yes,Fatal,0
21.01.2012,7:25 AM,1233,LHS,Rural,Maddipadu, ,Unknow Vehicle Hit to Bike,Unknow,Grievious injury,Over speed,Two lanes,Straight road,,Fine,Unknown Vehicle,Yes,Grevious,1
21.01.2012,7:25 AM,1233,LHS,Rural,Maddipadu, ,Unknow Vehicle Hit to Bike,Unknow,Grievious injury,Over speed,Two lanes,Straight road,,Fine,Unknown Vehicle,Yes,Minor,0
21.01.2012,7:25 AM,1233,LHS,Rural,Maddipadu, ,Unknow Vehicle Hit to Bike,Unknow,Grievious injury,Over speed,Two lanes,Straight road,,Fine,Unknown Vehicle,Yes,Non injured ,0
21.01.2012,7:25 AM,1233,LHS,Rural,Maddipadu, ,Unknow Vehicle Hit to Bike,Unknow,Grievious injury,Over speed,Two lanes,Straight road,,Fine,Unknown Vehicle,Yes,Animals affected,0
22.01.2012,8:30 AM,1268.5,LHS,Rural,Jarugumalli,Overturning, Auto Over Turned,Auto,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27Y     0220,Yes,Fatal,0
22.01.2012,8:30 AM,1268.5,LHS,Rural,Jarugumalli,Overturning, Auto Over Turned,Auto,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27Y     0220,Yes,Grevious,0
22.01.2012,8:30 AM,1268.5,LHS,Rural,Jarugumalli,Overturning, Auto Over Turned,Auto,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27Y     0220,Yes,Minor,4
22.01.2012,8:30 AM,1268.5,LHS,Rural,Jarugumalli,Overturning, Auto Over Turned,Auto,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27Y     0220,Yes,Non injured ,1
22.01.2012,8:30 AM,1268.5,LHS,Rural,Jarugumalli,Overturning, Auto Over Turned,Auto,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27Y     0220,Yes,Animals affected,0
22.01.2012,4:40 PM,1263.9,RHS,Rural,Tangutur,Collision Brush/Side Wipe, Lorry Hit to FR Car,Lorry,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP05U     6004,Yes,Fatal,0
22.01.2012,4:40 PM,1263.9,RHS,Rural,Tangutur,Collision Brush/Side Wipe, Lorry Hit to FR Car,Lorry,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP05U     6004,Yes,Grevious,0
22.01.2012,4:40 PM,1263.9,RHS,Rural,Tangutur,Collision Brush/Side Wipe, Lorry Hit to FR Car,Lorry,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP05U     6004,Yes,Minor,0
22.01.2012,4:40 PM,1263.9,RHS,Rural,Tangutur,Collision Brush/Side Wipe, Lorry Hit to FR Car,Lorry,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP05U     6004,Yes,Non injured ,2
22.01.2012,4:40 PM,1263.9,RHS,Rural,Tangutur,Collision Brush/Side Wipe, Lorry Hit to FR Car,Lorry,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP05U     6004,Yes,Animals affected,0
22.01.2012,8:30 PM,1263.5,LHS,Rural,Tangutur,Rear End Collision, Lorry Hit to Lorry,Lorry,Non injury,Druken,Four lanes or more with central divider,Straight road,,Fine,AP20U     7209,Yes,Fatal,0
22.01.2012,8:30 PM,1263.5,LHS,Rural,Tangutur,Rear End Collision, Lorry Hit to Lorry,Lorry,Non injury,Druken,Four lanes or more with central divider,Straight road,,Fine,AP20U     7209,Yes,Grevious,0
22.01.2012,8:30 PM,1263.5,LHS,Rural,Tangutur,Rear End Collision, Lorry Hit to Lorry,Lorry,Non injury,Druken,Four lanes or more with central divider,Straight road,,Fine,AP20U     7209,Yes,Minor,0
22.01.2012,8:30 PM,1263.5,LHS,Rural,Tangutur,Rear End Collision, Lorry Hit to Lorry,Lorry,Non injury,Druken,Four lanes or more with central divider,Straight road,,Fine,AP20U     7209,Yes,Non injured ,1
